"","countries","type","amt_provided_developinginthousan","mobilizing_int_finflowsinusdthou","mobililizing_int_flows_coeff","dom_exp","gaps","needs","avail_resources","expected_funding_gap","int_pob","incl","eval","inc_pob","type_exp","sources","domestice_sources","international_sources","report_dom_exp","report_funding_gaps","prepare_fin_plans","newneeds","domexp_thousand","ln_newneeds","lndomexp_thousand","birdspeciesthreatened","mammalspeciesthreatened","landareasqkm","ln_landarea","politicalstabilityandabsenceofvi","governmenteffectivenessestimate","Price_Index_yr2011","terrestrialprotectedareasoftotal","terrestrialandmarineprotectedare","gdpconstant2010us","lnGDP","GDP_sq","CO2_Ems","GDP_CO2","Threatened_Species","yhat_exp","exp_domexp3","yhat_9","N9","manual_exp7","lnmanual_exp7","error","controlofcorruptionestimate","regulatoryqualityestimate","ruleoflawestimate","voiceandaccountabilityestimate","populationgrowthannual","average_co2emmkt","average_population_density","Gov","agriculturallandoflandarea","ln_average_co2emmkt","ln_manual_E12","manual_E12","oilrentsofgdp","yhat_N12","N_12","OR_Table9","countrycode","pc1","pc2","pc3","pc4","pc5","pc6","yhat_exp_pca","Exp_pca","manual_exp_pca","lnmanual_exp_pca","yhat","N_pca","biofin","dev","broad_region","new_domexp","ln_newdomexp","new_needs","constant","ln_agland","ln_CO2ems","ln_popdnsty","ln_GDP2010","AvgCO2ReductionPercent","ln_CO2reduct","EmAbsDiff","EmExtrapExp","ln_emexp2","ln_Emily_Manual_Exp","Emily_Manual_Exp","ln_rishman2","ExtrapExpRishman","ln_anthony","anthonyMan","EmilyNeeds"
"109","South Africa","Developing",NA,NA,NA,978390,NA,1300000,913849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34e+09,9.78e+08,20.9856301014139,20.70142,54,30,1200000,14.00868,-0.211021,0.313665,84.7817,10.0421,11.1688,3.9e+11,26.68941,712.3248,0.784176,20.9292,84,20.2281,6.09e+08,20.21802,6.03e+08,9.78e+08,20.70142,0.4733238,0.007721,0.236793,0.04938,0.645668,1.46847,475995,43.66,0.2378267,79.837,13.07316,20.70142,9.78e+08,0.052539,20.33144,6.76e+08,1,"ZAF",3.280058,-0.7107686,3.189762,1.870822,0.9553403,-0.1964044,20.64447,9.24e+08,9.78e+08,20.70142,20.7777,1.06e+09,1,1,"Africa",978390000,20.7014189215164,1.3e+09,1,4.37998705614694,-0.243121794029875,3.7764323511218,26.6894125760701,-1.19140024039673,NA,268678477.961253,682058128.458363,20.3406254445193,20.7014189215164,978390000.000001,20.4239429799021,741320030.400599,20.0898631719507,530782649.242868,1400456202.91176
"110","Sri Lanka","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7e+07,NA,NA,NA,16,30,62710,11.04628,-0.099696,-0.072981,45.082,29.8613,3.37869,6.5e+10,24.89765,619.8931,0.082236,2.047483,46,17.02413,24700000,17.23061,30400000,24700000,17.02413,NA,-0.357228,-0.107622,0.011919,-0.22,1.02732,14225.5,327.982,-0.2446327,41.9463,9.562793,17.00307,24200000,0,17.27755,31900000,1,"LKA",-0.4052573,-0.2385675,-1.477912,0.2128869,0.0860378,0.2560026,17.18691,29100000,29100000,17.18691,17.4855,39300000,1,1,"Asia",NA,NA,NA,1,3.73639022878497,-2.49816211659045,5.79295872882951,24.897653106842,-5.74601103289111,NA,NA,30843823.6879887,17.2444470836688,17.2444470836688,30843823.6879887,17.1706933903406,28650842.0133997,17.3469993550401,34174809.1149034,48025986.3701429
"111","Suriname","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,156000,11.95761,0.174397,-0.426443,72.0551,14.5201,8.48312,4.4e+09,22.20487,493.0563,0.273678,6.076984,18,16.38243,1.3e+07,16.63228,16700000,1.3e+07,16.38243,NA,-0.27434,-0.607293,-0.140454,0.417845,1.02223,1999.33,3.46812,-0.5626384,0.507517,7.600567,15.57697,5820950,6.61582,16.2846,11800000,1,"SUR",-1.432971,-0.0165901,0.3879217,-1.153245,0.061658,1.007926,14.83205,2763626,2763626,14.83205,15.2796,4323614,0,1,"America",NA,NA,NA,1,-0.678225071090279,-1.29580304614423,1.24361266039578,22.2048703778706,-2.45531870655001,NA,NA,2545182.768793,14.7497130202381,14.7497130202381,2545182.768793,15.8567841384511,7700410.04844711,16.710639347486,18085830.5567387,4211180.65975261
"112","Syrian Arab Republic","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,14,183632,12.12069,-1.81843,-1.14572,NA,0.686869,0.662846,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,-1.30819,-1.40899,-1.21702,-1.83489,-0.635024,53383.4,105.32,-3.072047,75.748,10.88525,NA,NA,22.5926,NA,NA,1,"SYR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Asia",NA,NA,NA,1,4.32741204140066,NA,4.65700333462811,NA,5.81180332438665,1.75989090555987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Thailand","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,59,510890,13.14391,-0.875048,0.353008,52.3155,18.8094,12.5098,3.6e+11,26.60937,708.0585,0.311766,8.295897,121,19.35649,2.55e+08,19.40532,2.68e+08,2.55e+08,19.35649,NA,-0.423469,0.197156,-0.055389,-0.984341,0.373347,277521,132.627,-0.2820094,41.4338,12.53365,19.23198,2.25e+08,1.26929,19.55043,3.09e+08,1,"THA",2.320204,-1.248157,-0.6019413,0.1482761,1.033325,0.183285,19.44427,2.78e+08,2.78e+08,19.44427,19.60007,3.25e+08,1,1,"Asia",NA,NA,NA,1,3.72409697285834,-1.16550237256336,4.88754067693354,26.6093698683966,-2.91909836863167,NA,NA,233446829.755928,19.2684648993187,19.2684648993187,233446829.755928,19.1840760861735,214554873.938721,19.2654586442679,232746082.884552,346015956.18164
"114","Tonga","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,720,6.579251,0.86418,-0.151989,NA,15.9152,1.52165,3.8e+08,19.75568,390.287,0.234168,4.626148,7,NA,NA,NA,NA,NA,NA,NA,-0.29178,-0.395391,0.121067,0.626634,0.278881,117.344,142.281,0.0595575,44.697,4.76511,13.1596,518967.9,0,13.56909,781593.4,1,"TON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Oceania",NA,NA,NA,1,3.79990638527331,-1.45171647250838,4.95780397545027,19.7556818106847,0.322195918344417,-1.13259547640014,NA,2274554.13863552,14.6372946081427,14.6372946081427,2274554.13863552,13.4746588715625,711164.375732545,NA,NA,3773720.89590385
"115","Trinidad and Tobago","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5130,8.542861,0.26896,0.236393,79.2273,30.5952,2.01446,2.2e+10,23.81431,567.1213,1.12181,26.71513,7,15.28153,4331967,15.6058,5991173,4331967,15.28153,NA,-0.327274,0.095242,-0.118003,0.52611,0.5272,45615,262.309,0.0945388,10.5263,10.72799,14.6903,2398375,6.81911,15.56917,5775728,1,"TTO",0.6735976,1.465949,5.658997,-0.1710742,2.096184,2.302807,15.55064,5669652,5669652,15.55064,15.95273,8475855,0,1,"America",NA,NA,NA,1,2.35387688738047,0.114943452297331,5.56952319814084,23.8143082903047,-1.08260699426836,NA,NA,4451512.27452637,15.3087544333831,15.3087544333831,4451512.27452637,14.9119700080532,2993548.4313472,15.7947384280428,7237152.8050389,7265771.41167695
"116","Tunisia","Developing",0,NA,NA,49103,7362.4,33990,26627.4,7362.4,0,1,1,0,NA,NA,8151,2433,1,1,0,3.4e+07,49100000,17.3415769216723,17.70943,11,14,155360,11.9535,-0.97596,-0.131164,54.24,7.91312,5.2086,4.5e+10,24.52993,601.7174,0.243779,5.979881,25,17.45691,38100000,17.63414,45500000,49100000,17.70943,0.2525234,-0.080534,-0.416133,-0.015591,0.221975,1.08784,25988.8,69.8967,-0.6518101,64.0594,10.16542,17.70943,49100000,3.88563,17.89581,59200000,1,"TUN",-0.2576048,-1.226903,0.3858485,0.5441073,-0.5658247,-1.03822,17.41399,36500000,49100000,17.70943,17.97497,6.4e+07,0,1,"Africa",49103000,17.7094306906946,33990000,1,4.15981077791798,-1.41149320182209,4.24701843782489,24.5299283267167,-2.97193197265183,NA,26838656.4397372,34870118.4480328,17.3671408154924,17.7094306906946,49103000.0000001,17.4230886852802,36876634.065392,17.4797540113271,39026599.5489476,75596177.7319969
"117","Turkey","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,19,769630,13.55367,-1.5412,0.143903,75.6773,0.218992,0.190643,9.3e+11,27.55845,759.4682,0.234376,6.459039,39,19.74441,3.76e+08,19.76703,3.84e+08,3.76e+08,19.74441,NA,-0.204501,0.170836,-0.177204,-0.571096,1.61636,303028,97.493,-0.6180814,50.5029,12.62158,19.00775,1.8e+08,0.08828,18.6906,1.31e+08,1,"TUR",1.673333,-1.071702,0.0779335,0.1710714,-0.8718928,-1.810578,19.75363,3.79e+08,3.79e+08,19.75363,19.88986,4.35e+08,0,1,"Asia",NA,NA,NA,1,3.92203076037509,-1.4508286155999,4.57978058055463,27.5584504230937,-3.64045247506309,NA,NA,380940840.417729,19.7581546465405,19.7581546465405,380940840.417729,19.0143252044611,181057497.487361,19.5800602418206,318795452.968997,557940892.538185
"118","United Arab Emirates","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,8,71020,11.17072,0.690987,1.44159,89.3382,16.3266,13.1078,3.3e+11,26.52236,703.4355,0.326858,8.669045,21,19.41602,2.71e+08,19.46083,2.83e+08,2.71e+08,19.41602,NA,1.14649,1.00402,0.749251,-1.08602,0.92013,163281,118.351,2.350572,6.06705,12.00323,18.28068,86900000,21.5168,19.89073,4.35e+08,1,"ARE",1.133397,1.708033,0.8686946,-2.072779,-0.6678895,0.3909054,17.82733,55200000,55200000,17.82733,18.08541,71500000,0,1,"Asia",NA,NA,NA,1,1.80287249023162,-1.11822945316358,4.77365478543845,26.5223584914069,-7.26073533643758,NA,NA,410051319.31528,19.8317928788913,19.8317928788913,410051319.31528,18.4092190540762,98860374.5054345,19.3071384865822,242651905.481316,599501527.431787
"119","Uruguay","Developing",NA,NA,NA,3200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24e+09,NA,21.89817,22,10,175020,12.07266,1.03115,0.515165,102.029,3.46413,2.30505,4.3e+10,24.48447,599.4891,0.133373,3.265567,32,18.93025,1.66e+08,19.00789,1.8e+08,3.24e+09,21.89817,2.967916,1.30428,0.520149,0.647644,1.15857,0.350132,7350.71,19.3236,1.856546,82.9691,8.902552,21.89817,3.24e+09,0,21.09179,1.45e+09,1,"URY",-0.1312848,0.427155,-0.446472,1.598702,-0.9776403,-1.356924,18.76649,1.41e+08,3.24e+09,21.89817,21.89875,3.24e+09,0,1,"America",3.2e+09,21.8864166467521,NA,1,4.41846824932316,-2.01460556478661,2.96132714682981,24.48446595264,-1.80904083968397,NA,2961252658.29977,237395070.367975,19.2852362748357,21.8864166467521,3.2e+09,19.4417582190537,277618442.262568,19.0238098991136,182782942.289146,4450189723.17914
"120","Venezuela","Developing",NA,NA,NA,2137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2137000,NA,14.57491,52,35,882050,13.69,-1.08983,-1.34245,81.5691,54.1428,36.9025,4.1e+11,26.73942,714.9968,0.369261,9.873826,87,17.05747,25600000,17.2617,31400000,2137000,14.57491,-2.482554,-1.39526,-1.99805,-2.15674,-1.18743,-0.622944,180334,32.6576,-3.629658,24.4692,12.10257,14.57491,2137000,17.791,16.93316,22600000,1,"VEN",2.116184,-1.091341,-0.2240617,-1.231139,-0.1737503,2.382694,18.6205,1.22e+08,2137000,14.57491,15.03873,3398103,0,1,"America",2137000,14.5749135343013,NA,1,3.19741518382657,-0.996251567899266,3.48607760045764,26.7394229966448,-1.36984835500417,NA,24665804.6139464,23200159.1115967,16.9596696948715,14.5749135343013,2137000,16.9781176172084,23632126.0405476,17.3883310750242,35616909.7143076,3550892.9153354
"121","Vietnam","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,56,310070,12.64455,0.154581,0.00453,42.1832,7.57785,2.92949,1.3e+11,25.5908,654.8891,0.345788,8.848992,108,18.70624,1.33e+08,18.79902,1.46e+08,1.33e+08,18.70624,NA,-0.476672,-0.461667,-0.111523,-1.39116,1.02805,133946,289.993,-0.382095,35.2842,11.80519,18.45811,1.04e+08,4.50345,19.05435,1.88e+08,1,"VNM",1.495205,-1.069151,0.0345086,-0.2409886,1.335041,0.0209382,18.09968,72500000,72500000,18.09968,18.34053,92300000,1,1,"Asia",NA,NA,NA,1,3.56343527167203,-1.06192940847505,5.66985678475816,25.590800287402,-6.44035497011993,NA,NA,83667602.6745744,18.2423623957109,18.2423623957109,83667602.6745744,18.4820996282166,106334423.908009,18.6329937913259,123653491.850396,127149439.620583
"122","Zimbabwe","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,10,386850,12.86579,-0.673479,-1.18288,65.0471,27.2131,27.2146,1.4e+10,23.36232,545.7982,0.362917,8.478584,29,15.95323,8480100,16.2321,11200000,8480100,15.95323,NA,-1.29407,-1.6848,-1.3537,-1.18701,1.56782,9170.76,34.0985,-2.811095,42.0294,9.123775,15.909,8113149,0,16.09791,9800166,1,"ZWE",-0.5368919,-1.102343,0.6013007,0.525003,0.0030228,0.8550433,16.49572,14600000,14600000,16.49572,16.83803,20500000,0,1,"Africa",NA,NA,NA,1,3.73836937339764,-1.01358112099946,3.52925339505216,23.3623231665617,-5.1718109871917,NA,NA,5210030.14364931,15.466096199442,15.466096199442,5210030.14364931,16.0679655772432,9511057.02602172,16.1656930684231,10487483.6255173,8471314.72847173
"123","Afghanistan","Least_dev",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,11,652860,13.38912,-2.64014,-1.33452,46.7061,0.103138,0.104707,1.7e+10,23.55648,554.9077,0.150967,3.556251,27,16.32281,12300000,16.57669,15800000,12300000,16.32281,NA,-1.44742,-1.18302,-1.53721,-1.05601,2.82882,7353.56,48.1928,-3.608307,58.0677,8.90294,16.01329,9004964,0.01589,16.01929,9059230,1,"AFG",-0.9311837,-3.103858,-0.1080927,0.2955567,-0.7762964,-1.560895,16.53964,15200000,15200000,16.53964,16.87918,21400000,0,0,"Asia",NA,NA,NA,1,4.06160957122915,-1.89069400909758,3.87520963230525,23.5564791810026,-29.0378927679381,NA,NA,173117385.945556,18.9694804538409,18.9694804538409,173117385.945556,16.168612611716,10518147.0277798,16.4520835527782,13965262.4804618,258469911.011466
"124","Angola","Least_dev",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,18,1200000,14.03601,-0.360137,-1.04741,93.9761,6.97095,5.00471,9e+10,25.22308,636.2036,0.197271,4.975781,50,17.94049,61900000,18.08503,71500000,61900000,17.94049,NA,-1.36708,-0.988603,-1.08793,-1.09681,3.38257,29010.9,20.2541,-2.208952,46.9888,10.27543,17.71953,49600000,31.6781,20.32838,6.74e+08,1,"AGO",0.697648,-1.503421,0.2489528,-1.932255,-1.65848,-0.4276443,17.62004,44900000,44900000,17.62004,17.89123,58900000,0,0,"Africa",NA,NA,NA,1,3.84990927544027,-1.6231768610447,3.00835724219424,25.2230755072767,-5.82070751569637,NA,NA,37053600.8456994,17.4278760938016,17.4278760938016,37053600.8456994,17.7821612675108,52807367.1083668,18.1390732471255,75456979.7456495,57437973.0743729
"125","Bangladesh","Least_dev",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,37,130170,11.7766,-1.13158,-0.729976,40.2503,4.60731,4.88866,1.4e+11,25.66491,658.6875,0.155511,3.991176,73,17.38267,35400000,17.56492,42500000,35400000,17.38267,NA,-0.857823,-0.853367,-0.700778,-0.583229,1.09429,58325.3,1160.73,-1.887096,70.6052,10.97379,18.07003,70400000,0.105009,18.11333,73500000,1,"BGD",0.4012822,-1.8829,-0.7814401,0.4189552,0.7024927,-2.092955,17.89632,59200000,59200000,17.89632,18.15003,76300000,0,0,"Asia",NA,NA,NA,1,4.25710379617778,-1.86103881031493,7.05680439651252,25.6649082595557,-6.75868946930502,NA,NA,9885488.8847728,16.1065784705994,16.1065784705994,9885488.8847728,18.1672492175153,77613288.7689844,17.2571132866051,31236982.4763732,15824752.1098121
"126","Benin","Least_dev",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,112760,11.63302,-0.017994,-0.570967,58.4917,29.3722,25.2719,7.8e+09,22.77739,518.8094,0.297892,6.785202,25,16.03739,9224667,16.31057,12100000,9224667,16.03739,NA,-0.533563,-0.497637,-0.586484,0.324855,2.76004,5047.42,86.7072,-0.9928355,31.5554,8.526633,15.95008,8453397,0.023857,16.18281,10700000,1,"BEN",-1.121612,-0.275561,0.1626899,0.2793186,0.2616074,1.143544,15.79323,7226252,7226252,15.79323,16.17998,10600000,0,0,"Africa",NA,NA,NA,1,3.45174473123537,-1.2110242742727,4.46253692532115,22.777389570642,-6.42236264350684,NA,NA,8198480.73050994,15.9194594183015,15.9194594183015,8198480.73050994,16.1389111444667,10210336.4692113,16.2618005597329,11545433.6263618,13184101.9619083
"127","Bhutan","Least_dev",NA,NA,NA,44433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44400000,NA,17.60949,21,25,38123.2,10.54858,1.07751,0.418636,46.5731,48.0086,48.0077,1.8e+09,21.31105,454.1609,0.131924,2.811439,46,16.05119,9352865,16.32344,12300000,44400000,17.60949,1.5583,1.32881,-0.608734,0.514898,-0.018539,1.20629,617.278,18.455,1.261443,13.9044,6.42532,17.60949,44400000,0,17.86501,57400000,1,"BTN",-1.876534,0.9124981,-1.470174,0.0455373,0.8230038,2.697924,14.90512,2973101,44400000,17.60949,17.88135,58300000,1,0,"Asia",44433000,17.6094929945772,NA,1,2.63220533680888,-2.02552927978356,2.91533533648196,21.3110525018485,-13.5398975713789,NA,1299611.70860353,41826466.6394852,17.5490398703188,17.6094929945772,44433000,16.3930642965858,13164893.9652155,16.1879610861279,10723638.690826,68573148.2077101
"128","Burkina Faso","Least_dev",0,NA,NA,62423,157828,242337,84497.5,157828,0,1,1,1,2,4,0,0,0,0,0,2.42e+08,62400000,19.3058398773892,17.94944,12,9,273600,12.51942,-0.846673,-0.584148,58.3891,14.9753,14.9769,1e+10,23.02585,530.1898,0.095454,2.19791,21,16.81246,2e+07,17.03325,2.5e+07,62400000,17.94944,1.136988,-0.223281,-0.381509,-0.471186,-0.086285,2.91492,2174.12,60.878,-1.0813,43.2449,7.684381,17.94944,62400000,0,17.76058,51700000,1,"BFA",-1.341481,-1.149815,-0.7581541,0.2350072,-0.5913595,-0.2878294,16.21773,1.1e+07,62400000,17.94944,18.1998,80200000,0,0,"Africa",62423000,17.9494443551707,242337000,1,3.76687930734974,-2.34911082293098,4.10887186150264,23.0258509299405,-10.1109231239845,NA,47158760.099588,21142162.7594467,16.8667798396752,17.9494443551707,62423000,16.8280703092607,20339397.1450836,16.9434592858848,22827106.877588,95542980.1529651
"129","Burundi","Least_dev",0,NA,NA,4144,4761.2,7936.4,3175.6,4761.2,0,1,0,0,0,2,5363,12514,1,1,1,7936400,4144000,15.8869703299025,15.23717,15,14,25680,10.15347,-1.66003,-1.30324,43.5374,7.59098,7.59183,2.1e+09,21.4652,460.7549,0.038262,0.8213015,29,14.0966,1324575,14.50096,1984662,4144000,15.23717,1.14057,-1.29928,-0.812275,-1.29721,-1.41659,3.16378,246.911,362.176,-2.843237,74.0336,5.509029,15.23717,4144000,0,15.43332,5042010,1,"BDI",-2.547337,-2.43179,-0.8197069,0.8030704,-0.2118426,-1.365521,14.97809,3198173,4144000,15.23717,15.65909,6319141,0,0,"Africa",4144000,15.2371720629215,7936400,1,4.30451904420687,-3.26329804242095,5.89213028152006,21.4652031816758,-12.3068940927184,NA,3796449.76160253,6043603.15571895,15.6145109410065,15.2371720629215,4144000,14.8656786505175,2858131.50830983,14.32225985852,1659886.6228628,6775646.53604393
"130","Cambodia","Least_dev",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,39,176520,12.08119,0.09911,-0.661854,42.8024,26.0285,20.6494,1.4e+10,23.36232,545.7982,0.127538,2.979584,70,16.37686,1.3e+07,16.62709,16600000,1.3e+07,16.37686,NA,-1.22912,-0.484257,-1.03363,-1.14291,1.56553,4775.66,83.9377,-1.52078,30.697,8.471287,16.26073,11500000,0,16.71275,18100000,1,"KHM",-0.6881436,-0.9283016,-1.336469,0.0503343,0.5858324,0.9787394,16.31036,12100000,12100000,16.31036,16.6644,17300000,1,0,"Asia",NA,NA,NA,1,3.42416492994855,-2.05934091957283,4.43007485700586,23.3623231665617,-10.7218083884229,NA,NA,20217104.4140131,16.8220395572472,16.8220395572472,20217104.4140131,16.4475695239974,13902364.9511253,16.5551619649516,15481587.3824055,31804835.173545
"131","Central African Republic","Least_dev",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,622980,13.34227,-2.13614,-1.77803,NA,18.0632,18.0648,1.8e+09,21.31105,454.1609,0.072922,1.554044,32,NA,NA,NA,NA,NA,NA,NA,-1.23097,-1.42179,-1.72324,-1.19996,0.958829,271.358,7.08434,-3.710005,8.23316,5.603439,14.40762,1807806,0,14.81159,2707646,1,"CAF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Africa",NA,NA,NA,1,2.10816990211263,-2.61836490223019,1.95788671425162,21.3110525018485,-2.3902119592222,NA,NA,404059.136154378,12.909316522851,12.909316522851,404059.136154378,14.7720431377321,2602656.30631764,NA,NA,699178.938594369
"132","Chad","Least_dev",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,1300000,14.04599,-1.32243,-1.4935,68.4415,20.353,20.3544,1.1e+10,23.12116,534.5881,0.024884,0.5753469,32,16.38292,1.3e+07,16.63274,16700000,1.3e+07,16.38292,NA,-1.40206,-1.17446,-1.2601,-1.36976,3.15281,552.087,10.2121,-2.991876,39.4639,6.313706,16.31175,12100000,20.603,18.23366,82900000,1,"TCD",-1.075754,-2.187119,-1.044535,-1.442919,-1.561687,0.1507333,15.93841,8355287,8355287,15.93841,16.31597,12200000,0,0,"Africa",NA,NA,NA,1,3.67538632997323,-3.69353025232936,2.32357329173239,23.1211611097448,-7.7347790765075,NA,NA,5783372.94679549,15.5704976252556,15.5704976252556,5783372.94679549,16.5029906108051,14694599.6103486,16.6707158336898,17378004.1239475,9379678.31663115
"133","Democratic Republic of Congo","Least_dev",0,NA,NA,62449,62521.4,147158,84637,62521.4,NA,1,0,1,2,2,21129,3750,0,0,0,1.47e+08,62400000,18.8070173974589,17.94986,42,32,2300000,14.63399,-2.20416,-1.57831,73.1887,13.4555,13.3826,2.6e+10,23.98136,575.1058,0.054576,1.308807,74,16.92974,22500000,17.1426,27900000,62400000,17.94986,1.020126,-1.36902,-1.39434,-1.62323,-1.38733,3.27813,2461.37,30.6687,-3.647667,11.448,7.808474,17.94986,62400000,1.72089,18.15247,76500000,1,"COD",-0.162881,-2.552958,-1.672617,-1.095184,-0.2983319,0.0772015,16.69275,17800000,62400000,17.94986,18.20019,80200000,0,0,"Africa",62449000,17.9498607815974,147158000,1,2.43781504225415,-2.90816105330585,3.42324259053072,23.9813623749679,-15.4859426141616,NA,44550021.0218876,15049033.7742364,16.5268243460508,17.9498607815974,62448999.9999999,16.5310517177666,15112786.2918172,17.1868003619053,29116056.8544317,95581806.0471762
"134","Djibouti","Least_dev",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,11,23180,10.05105,-0.141473,-0.943866,68.2076,1.5731,1.26238,1.1e+09,20.84425,434.4829,0.201921,4.208897,23,14.60318,2198263,14.9733,3182874,2198263,14.60318,NA,-0.537627,-0.623897,-0.820168,-1.32911,1.55654,519.084,37.613,-1.389607,73.4132,6.252066,15.11963,3684432,0,15.25896,4235267,1,"DJI",-2.437341,-1.298345,0.3240112,1.229888,-0.0979852,-0.886108,15.08597,3562479,3562479,15.08597,15.51745,5484597,0,0,"Africa",NA,NA,NA,1,4.29610375596408,-1.59987874718513,3.62734973532078,20.8185760167507,-7.77315139967546,NA,NA,11393135.0491649,16.2485215433066,16.2485215433066,11393135.0491649,15.2489182328269,4192963.1297461,14.9309545011021,3050922.3146065,18175285.6485245
"135","Equatorial Guinea","Least_dev",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,23,28050,10.24174,0.06128,-1.54914,80.5011,19.2678,1.76532,1.6e+10,23.51385,552.9014,0.15462,3.635716,29,14.42224,1834423,14.80459,2688751,1834423,14.42224,NA,-1.60011,-1.37916,-1.36542,-1.9091,4.28881,5011.97,36.9771,-2.694451,10.4651,8.519586,13.58312,792636,32.2056,16.95248,2.3e+07,1,"GNQ",-1.236386,-0.7457352,0.0007245,-2.950777,-0.9692361,0.9031305,14.60589,2204227,2204227,14.60589,15.06774,3498138,0,0,"Africa",NA,NA,NA,1,2.34804591151404,-1.86678478508981,3.61029880211593,23.4958545591862,-2.1912125923723,NA,NA,1548032.14275617,14.2524950969706,14.2524950969706,1548032.14275617,14.0078850279168,1212124.33613132,14.998559848297,3264312.87994065,2592519.05187676
"136","Eritrea","Least_dev",0,NA,NA,18953,18424.2,29824.2,11400,18424.2,0,1,1,1,NA,NA,0,0,0,0,0,29800000,1.9e+07,17.2108307024536,16.75747,21,15,101000,11.52288,-0.734854,-1.66903,49.7533,4.87159,3.59629,2.1e+09,21.4652,460.7549,0.087171,1.871143,36,14.60708,2206852,14.97693,3194467,1.9e+07,16.75747,2.150395,-1.20361,-2.17014,-1.55875,-2.14696,NA,577.756,30.4981,-3.342376,75.1143,6.359152,16.75747,1.9e+07,0,16.73407,18500000,1,"ERI",-2.21399,-2.399129,-0.5539718,1.083517,-0.3459043,-0.9127663,15.41368,4943951,1.9e+07,16.75747,17.08323,26300000,0,0,"Africa",18953000,16.7574727883084,29824200,1,4.31901095342683,-2.43988357218781,3.41766438659098,21.4652031816758,-3.87660985497852,NA,15766048.4579629,3078414.30337909,14.9399251858107,16.7574727883084,18953000,15.1637013855263,3850453.09181933,14.8999326281635,2957729.96441013,29863095.4268385
